url	name	authors	genres	cycle	annotation	date
https://litnet.com/ru/book/uzniki-raznoglasii-b505042	Узники разногласий	"[""Артём Руснак""]"	"[""Мини""]"		"Аннотация к книге ""Узники разногласий""
                                

                                                                    Семейный ужин, который скатился в хаос, стал ужасающим проявлением внутренних конфликтов и подавленных эмоций. Родственники, собираясь вместе, принесли с собой не только традиционные блюда, но и незаслуженные обиды, старые горести, которые долгое время находились под спудом"	04.12.2024 — 04.12.2024
https://litnet.com/ru/book/razrushennye-realnosti-b505040	Разрушенные Реальности	"[""Ihor Dmitriev ""]"	"[""Фэнтези""]"		"Аннотация к книге ""Разрушенные Реальности""
                                

                                                                    это эпическое повествование, происходящее в будущем, в мире, где различные расы, как бионические, так и цифровые, ведут борьбу за выживание и доминирование. Каждый народ имеет свои уникальные особенности, роли полов и способности, что создает богатое и разнообразное общество, полное напряженных политических интриг, технологических конфликтов и моральных дилемм."	04.12.2024 — ...
https://litnet.com/ru/book/beru-falshivoi-zhenoi-b505039	Беру фальшивой женой	"[""Dark Colt""]"	"[""Любовные романы"",""Остросюжетный любовный роман""]"		"Аннотация к книге ""Беру фальшивой женой""
                                

                                                                    Абдулла Хайдаров — глава крупнейшего холдинга страны, на людях примерный муж и счастливый семьянин. Красивый, богатый, властный.

Но Марьям знает, что их брак лишь фиктивный, а за безупречными манерами и ослепительной улыбкой её мужа скрывается монстр, который растоптал её самооценку.

Она смогла сбежать, но не учла одного — Абдулла никогда не отпустит её. Этот мужчина всегда добивается своего, чего бы это ему ни стоило.

*P.S. Книга посвящается двум замечательным девушкам указанных ниже, без которых не родилась бы история и не имела бы продолжения!
Дарья Тоин - автор прекрасных артов и обложки
Яна Ланская - вдохновитель и жгучий мотиватор"	04.12.2024 — ...
https://litnet.com/ru/book/zemlyanka-v-mezhgalakticheskoi-akademii-b505038	Землянка в межгалактической академии	"[""Лира Дарк ""]"	"[""Фантастика""]"		"Аннотация к книге ""Землянка в межгалактической академии ""
                                

                                                                    Бесплатно 
ПРОДА КАЖДЫЙ ДЕНЬ ПЕРВУЮ НЕДЕЛЮ!!!Примерно в 6-8 часов по мск.

***

Я наконец-то поступила в Академию, о которой мечтала с 15 лет. Это был мой шанс вырваться с нашей забытой всеми планеты на краю вселенной. Новый мир, новые возможности, место, где я могла бы стать кем-то важным. Но всё пошло не так, как я ожидала. Моя тайна, то самое, что открыло мне дверь в Академию, оказалась раскрыта. И теперь кое-кто знает об этом.Он использует это против меня, вынуждая быть его девочкой на побегушках. Казалось бы, это унизительно — подчиняться, выполнять чужие приказы. Но его холодный взгляд, тихий голос и командный тон… Они разжигают во мне что-то, от чего я теряю себя. Этот огонь, невыносимый и пульсирующий, делает каждую его просьбу, каждый его приказ, слишком желанными, чтобы я могла сопротивляться. А его прикосновения ко мне слишком горячи..."	04.12.2024 — ...
https://litnet.com/ru/book/sindrom-terpily-b505037	Синдром терпилы	"["" Медведская Наталья Брониславовна""]"	"[""Любовные романы"",""Короткий любовный роман""]"		"Аннотация к книге ""Синдром терпилы""
                                

                                                                    Алексис  с первого взгляда покорила обаятельная улыбка Артема. Чувства захлестнули её так, что оставив любимую работу и родных, она согласилась переехать в другой город.  Достаточно ли взаимных чувств, чтобы чувствовать себя счастливой? Стоит ли рисковать ради призрачного будущего?

Это и предстоит узнать из этого небольшого произведения. Взгляд на отношения мучжины и женщины с разных точек зрения."	04.12.2024 — ...
https://litnet.com/ru/book/ee-opasnyi-neznakomec-b505036	Ее опасный незнакомец	"[""Ольга Шерман""]"	"[""Мини"",""Мини: любовный роман""]"		"Аннотация к книге ""Ее опасный незнакомец""
                                

                                                                    Мини история. Он пришел к ней сам! Раненый и обессиленный. И Алена помогла, не смогла оставить человека в беде. Он конечно отблагодарил, но она явно не о таком мечтала.

Предупреждение: 18+ остро и горячо, не идеальные герои,"	04.12.2024 — ...
https://litnet.com/ru/book/xroniki-iz-zhizni-koshki-mashi-b505035	Хроники из жизни кошки Маши	"[""Надя Юш""]"	"[""Проза"",""Современная проза""]"		"Аннотация к книге ""Хроники из жизни кошки Маши""
                                

                                                                    Кошка Маша ведет себя как человек, сохраняя при этом кошачьи инстинкты. 
Маша работает моделью, живет в Париже и Нью-Йорке и мечтает  завести котят, чего условия контракта не предусматривают. Поэтому кошка сбегает в деревню, становится дауншифтеркой и начинает жизнь сначала."	04.12.2024 — ...
https://litnet.com/ru/book/milfa-b505032	Милфа	"[""Маша Малиновская""]"	"[""Эротика"",""Романтическая эротика""]"		"Аннотация к книге ""Милфа""
                                

                                                                    — Развод ты не получишь, — холодно говорит муж, игнорируя пачку фотографий, на которых он изменяет мне со своей секретаршей. — Едь домой и готовь ужин. Сегодня к нам приедет мой брат с сыном.
— Но…
— Я сказал пошла, — рявкает Агаев. — Или мне помочь тебе?
Я открываю рот, чтобы возмутиться, но тут же его захлопываю, проглотив возмущение. Мой муж — опасный человек. Дёрнусь — и он отыграется на моём сыне, которого растил с года.

К тридцати пяти моя жизнь превратилась в ад. Муж изменяет и не видит в этом проблемы, сын считает, что я слишком слаба. Но всё меняется, когда к нам в гости приезжает брат мужа со своим взрослым сыном. Невероятно горячим, брутальным и притягательным…


#очень горячий парень
#откровенно и чувственно
#криминал
#эмоции на грани
#мораль вышла погулять

 Дорогие мои, ставьте ""Мне нравится"" и добавляйте книжечку в библиотеку!‍❤️‍"	04.12.2024 — ...
https://litnet.com/ru/book/pechal-vampira-b505031	Печаль Вампира	"[""Федор Ром""]"	"[""Фэнтези"",""Тёмное фэнтези""]"		"Аннотация к книге ""Печаль Вампира""
                                

                                                                    Даже живущие во мраке иногда подвергаются меланхолии и воспоминаниям"	04.12.2024 — ...
https://litnet.com/ru/book/ya-stanu-b505028	Я стану...	"[""Юлианна Клермон""]"	"[""Разное"",""Неформат""]"		"Аннотация к книге ""Я стану...""
                                

                                                                    ‍❤️‍Несколько строк о любви ‍❤️‍"	04.12.2024 — 04.12.2024
https://litnet.com/ru/book/ne-dekorativnaya-zhena-b505027	Не Декоративная жена	"[""Мия Дарк""]"	"[""Любовные романы"",""Любовное фэнтези""]"		"Аннотация к книге ""Не Декоративная жена""
                                

                                                                    💜Рождество волшебная пора…но только не в этом году, не для меня. Мачеха решила выдать меня замуж, да повыгоднее. Спасением стал некий молодой генерал, он предложил мне выгодную сделку. Но станет ли он помогать мне дальше, узнав кто я на самом деле? Или убьет? Ведь в нашем мире давно истребили таких, как я…💜"	04.12.2024 — 04.12.2024
https://litnet.com/ru/book/cvety-u-podnozhya-vulkana-b505026	Цветы у подножья вулкана	"[""Любовь Николаева-Струкова""]"	"[""Любовные романы"",""Современный любовный роман""]"		"Аннотация к книге ""Цветы у подножья вулкана""
                                

                                                                    БЕСПЛАТНО. ЗАКОНЧЕН. Жена изменила, новорождённый сын умер. Только встреча с юной Варей даёт Святославу утешение и надежду. Но почему её ребёнок так похож на его покойного сына?"	04.12.2024 — 04.12.2024
https://litnet.com/ru/book/falshivyi-elf-b505024	Фальшивый Эльф	"[""Анастасия Щепина""]"	"[""Любовные романы"",""Любовное фэнтези""]"	Любовь и ненависть в королевстве Ревеллун	"Аннотация к книге ""Фальшивый Эльф""
                                

                                                                    В королевстве Ревеллун царят спокойствие и мир... Вот только это лишь на поверхности. Простых жителей этого королевства подстерегают свои проблемы и маленькие сражения.

Кто растопит холодное сердце деловой Бейвин? Сможет ли обрести свободу нежная Вивиин? Встанет ли на путь исправления жестокий Тэдиен? И сможет ли справиться с прошлым угрюмый Берикс?

Все эти истории не связаны между собой и, конечно же, не вершат судьбы мира... Или же все-таки вершат?

Книга включает в себя серию рассказов, объединенных в один роман."	04.12.2024 — ...
https://litnet.com/ru/book/ne-igrai-so-mnoi-mazhor-b505023	Не играй со мной, мажор	"[""Кристина Майер""]"	"[""Молодежная проза""]"	Наследники	"Аннотация к книге ""Не играй со мной, мажор ""
                                

                                                                    - Стой! Ты что творишь?! – испугано вздрагиваю, когда он хватает меня за талию и усаживает на учительский стол.  
– Что такого? – нагло улыбаясь, он почти касается моих губ.  
- У тебя девушка есть! – упираюсь руками ему в грудь.  
- А если бы ее не было, позволила бы? – дерзко. 
- Нет! – слишком эмоционально. 
- Врешь, - заявляет он, целуя меня в губы. Дверь за моей спиной открывается…  Дружный удивленный вздох одноклассников и один громкий возмущенный возглас – та самая крышка гроба, под которой меня теперь похоронят…"	04.12.2024 — ...
https://litnet.com/ru/book/zabytaya-generalom-drakonom-xozyaika-doma-amuletov-b505022	Забытая генералом драконом. Хозяйка Дома амулетов	"[""Юлия Марлин""]"	"[""Любовные романы"",""Любовное фэнтези""]"		"Аннотация к книге ""Забытая генералом драконом. Хозяйка Дома амулетов""
                                

                                                                    К жизни после несчастного случая леди Аделину вернула любовь, но теперь в её теле - я, иномирянка. Новый неприветливый мир давно порабощен крылатым народом, люди зависят от жестоких и свирепых драконов. Чтобы выжить я скрываю свою личность и вот уже несколько лет содержу Дом амулетов в забытой богами глуши. Тут тихо и почти нет незнакомцев. Но всё меняется, когда в наши земли приходят драконы во главе с опасным и циничным генералом."	04.12.2024 — ...
https://litnet.com/ru/book/knyazhii-venec-b505021	Княжий венец	"[""Анна Михайлова""]"	"[""Фэнтези"",""Славянское фэнтези""]"	Миргородские былины	"Аннотация к книге ""Княжий венец""
                                

                                                                    Всем хорош князь Миргородский - и лицом пригож, и силушкой да умом боги не обделили. Вот только наследник стране нужен, а князюшка - ни в какую не женится. Все глаза его мать выплакала, да интриги плести устала. Все одно - сын-красавец девок, как одёжу, по три раза на дню меняет - а о свадьбе и слышать не хочет. Что ж, тогда сама Судьба возьмет дело в свои руки. И пожалеет еще сотню раз князь Миргородский, что сам выбор не сделал. Ибо от подарка богов отмахнуться никому не удавалось."	04.12.2024 — ...
https://litnet.com/ru/book/aferist-na-korolevskoi-sluzhbe-b505020	Аферист на королевской службе	"[""Лиди Митрич""]"	"[""Фэнтези"",""Приключенческое фэнтези""]"		"Аннотация к книге ""Аферист на королевской службе""
                                

                                                                    Пути покровителей стихий неисповедимы. Это легко могу подтвердить я, Найджел Саттенли — непревзойденный вор, аферист и метаморф в четвертом поколении. Ведь как иначе объяснить, что очередная кража реликвии привела меня на королевскую службу... в облике принцессы."	04.12.2024 — ...
https://litres.ru/audiobook/maks-valter/rul-2-70994278/	Руль 2	"[""Макс Вальтер"",""Илья Дементьев""]"	"[""Авторский мир"",""Боевая фантастика"",""Борьба за выживание"",""Книги о приключениях"",""ЛитРес: чтец"",""Монстры"",""Попаданцы"",""Постапокалипсис"",""Приключенческие боевики"",""Самиздат"",""Только на ЛитРес""]"	«Мешок 2.0»	Этому миру совершенно неважно, кем ты был до того, как провалился сюда. Ты либо изменишься, подстраиваясь под новые правила, либо он прокрутит тебя через мясорубку. Я выбрал первое: отбросил страх. И Мешок тут же подкинул мне новое испытание.Если с тварями здесь всё давно ясно, то к людям остаётся очень много вопросов. Именно они – основная движущая сила всех событий, что накрыли меня с головой. И вот мне снова пора крутить баранку, чтобы доставить точно в срок нечто, способное изменить баланс сил в этом проклятом мире.Другие версии1 книга от 199 ₽Другие версии книгиТекстовые книгиРуль 2Руль 2текст199 ₽	2024
https://litres.ru/book/mihail-lancov/frunze-tom-4-para-bellum-71369323/	Фрунзе. Том 4. Para bellum	"[""Михаил Ланцов""]"	"[""Альтернативная история"",""Политические заговоры"",""Политические интриги"",""Попаданцы"",""Производственный роман"",""Социальная фантастика"",""СССР""]"	«Фрунзе»	Задумка «западных партнеров» по использованию против Союза своего «боевого хомячка» – Польши, провалилась. Равно как и мятеж националистов, не сумевших добиться отделения УССР. Но ничто на Земле не проходит бесследно. И Англия с Францией сделали нужные выводы, начав активно готовиться к новой фазе борьбы с растущей мощью Союза.Наступал Interbellum – время активной подготовки к следующей серьезной войне. В том числе и посредством ослабления противников разного рода мероприятиями, включая факультативные локальные войны. Сопрягаясь с ударами по экономике и ключевым персоналиям, дабы максимально дезорганизовать подготовку к драке, саботировать ее и всячески затруднить иными способами.Как на все это отреагирует Фрунзе? Справится в этой сложной военно-политической и экономической борьбе? Выживет ли? Ведь он теперь цель №1 для врагов Советской России и Союза.Другие версии1 книга от 149 ₽Другие версии книгиАудиокнигиФрунзе. Том 4. Para bellumФрунзе. Том 4. Para bellumЧитает Антон Макароваудиокнига149 ₽	2024
https://litres.ru/audiobook/mihail-lancov/frunze-tom-4-para-bellum-71372611/	Фрунзе. Том 4. Para bellum	"[""Михаил Ланцов"",""Антон Макаров""]"	"[""Альтернативная история"",""Политические заговоры"",""Политические интриги"",""Попаданцы"",""Производственный роман"",""Социальная фантастика"",""СССР""]"	«Фрунзе»	Задумка «западных партнеров» по использованию против Союза своего «боевого хомячка» – Польши, провалилась. Равно как и мятеж националистов, не сумевших добиться отделения УССР. Но ничто на Земле не проходит бесследно. И Англия с Францией сделали нужные выводы, начав активно готовиться к новой фазе борьбы с растущей мощью Союза.Наступал Interbellum – время активной подготовки к следующей серьезной войне. В том числе и посредством ослабления противников разного рода мероприятиями, включая факультативные локальные войны. Сопрягаясь с ударами по экономике и ключевым персоналиям, дабы максимально дезорганизовать подготовку к драке, саботировать ее и всячески затруднить иными способами.Как на все это отреагирует Фрунзе? Справится в этой сложной военно-политической и экономической борьбе? Выживет ли? Ведь он теперь цель №1 для врагов Советской России и Союза.Другие версии1 книга от 149 ₽Другие версии книгиТекстовые книгиФрунзе. Том 4. Para bellumФрунзе. Том 4. Para bellumтекст149 ₽	2024
https://litres.ru/audiobook/erofey-trofimov/proekt-valkiriya-seriya-4-71373868/	Проект «Валькирия». Серия 4	"[""Ерофей Трофимов"",""Александр Аравушкин""]"	"[""Альтернативная история"",""Боевая фантастика"",""Историческая фантастика"",""Казачество"",""Опасные приключения"",""Сверхспособности""]"	«Проект «Валькирия»»	Четвертая часть шестисерийного цикла «Проект Валькирия» Ерофея Трофимова!От автора серий-бестселлеров «Шатун» и «Сотня. Казачий крест».Секретные эксперименты, опасные приключения на далеких планетах и поиск свободы – слушателей ждет захватывающая история в лучших традициях жанра космической фантастики!Выход новых серий – каждый четверг.Михаил Лесов, бывший сержант армии Российской империи, наемник, а теперь просто бродяга и искатель приключений, оказавшись на транспортном переходе в глубоком космосе, попал в переделку. На его глазах две юные девушки буквально растерзали отделение охраны узла голыми руками, и теперь наемнику с позывным «Леший» грозит серьезная опасность. Ведь он единственный живой свидетель, а, как известно, свидетели долго не живут…© Ерофей Трофимов, 2025© ООО «Издательство АСТ», 2025	2024
https://litres.ru/book/maks-valter/rul-2-70993846/	Руль 2	"[""Макс Вальтер""]"	"[""Авторский мир"",""Боевая фантастика"",""Борьба за выживание"",""Книги о приключениях"",""Монстры"",""Попаданцы"",""Постапокалипсис"",""Приключенческие боевики"",""Самиздат"",""Только на ЛитРес""]"	«Мешок 2.0»	Этому миру совершенно неважно, кем ты был до того, как провалился сюда. Ты либо изменишься, подстраиваясь под новые правила, либо он прокрутит тебя через мясорубку. Я выбрал первое: отбросил страх. И Мешок тут же подкинул мне новое испытание.Если с тварями здесь всё давно ясно, то к людям остаётся очень много вопросов. Именно они — основная движущая сила всех событий, что накрыли меня с головой. И вот мне снова пора крутить баранку, чтобы доставить точно в срок нечто, способное изменить баланс сил в этом проклятом мире.Другие версии1 книга от 299 ₽Другие версии книгиАудиокнигиРуль 2Руль 2Читает Илья Дементьеваудиокнига299 ₽	2024
https://litres.ru/audiobook/oleg-sapfir-32864530/orden-krakena-6-71343823/	Орден Кракена 6	"[""Олег Сапфир, "",""Дмитрий Ангор"",""Александр Башков""]"	"[""Бояръ-аниме"",""Магия"",""Попаданцы"",""Сильный герой"",""Юмористическое фэнтези""]"	«Кракен»	Я был знаменитым капитаном летающего корабля в своем прежнем мире. У меня была шикарная длинная борода, которой я гордился. Люди, и не только люди, знали, что если появляется Джон Кракен из Ордена Кракена со своей командой, бежать бесполезно, мы никогда не упускаем свою добычу. Но во время последней схватки с Роем проклятая временная червоточина засосала меня. Я попал в другой мир, и теперь нет моего корабля и верных товарищей. Здесь я потерял большинство своих сил и чувствовал себя сонной амёбой. Но новый мир и новые обстоятельства ничего не меняют… Кракен пробуждается, и вскоре этот мир познает, насколько велик его аппетит!	2024
https://litres.ru/audiobook/aleks-nayt-26809918/el-i-zhiraf-71378788/	Эль и Жираф	"[""Алекс Найт"",""Людмила Быкова""]"	"[""ЛитРес: чтец"",""Настоящая любовь"",""Опасные приключения"",""Остросюжетные любовные романы"",""Повороты судьбы"",""Рассказы"",""Самиздат"",""Современная русская литература"",""Современные любовные романы"",""Только на ЛитРес""]"		Перестрелки, погони, похищения – об этом я любила писать, но уж никак не думала, что сама стану героиней настоящего боевика. Однажды я ринулась спасать Жирафа и тут такое началось…Рассказ. ХЭ.Другие версии1 книга от 54,99 ₽Другие версии книгиПереизданияЭль и ЖирафЭль и Жирафтекст54,99 ₽Синхронизировано с аудио версиейВ этой версии книги вы можете с легкостью переключиться с электронной на аудиоверсию (или наоборот) и продолжить читать или слушать произведение с того места, на котором остановились ранее.	2024
https://litres.ru/audiobook/mihail-lancov/frunze-tom-3-polskaya-partiya-71361790/	Фрунзе. Том 3. Польская партия	"[""Михаил Ланцов"",""Антон Макаров""]"	"[""Альтернативная история"",""Политические заговоры"",""Политические интриги"",""Попаданцы"",""Производственный роман"",""Социальная фантастика"",""СССР""]"	«Фрунзе»	Приключения обновленного Фрунзе продолжаются.На дворе уже 1928 год. Прошло не так много времени, однако Союз уже сумел серьезно сменить курс как внешней, так и внутренней политики. Отказался от Мировой революции. Разгромил Коминтерн. Избежал военной тревоги 1927 года и хлебной стачки.Зиновьев со Сталиным умерли, Литвинов с Ягодой и Тухачевским арестованы. Партия вычищена от случайных и фанатичных людей, а ее роль существенно уменьшена. НЭП же получил второе дыхание, что ничуть не помешало началу индустриализации. Более мягкой. Более продуманной. Более грамотной. С опорой на совершенно иные финансовые механизмы, нежели в оригинальной истории.Однако враг не дремлет. И в грядущем 1928 году Союз ожидают тяжелые испытания. УССР попытается отделиться из-за неудовлетворенных амбиций своих руководителей. В чем ей самым активным образом будет помогать Польша, Франция и Великобритания. Справится ли обновленный Фрунзе? Выживет ли? Удержит ли корабль Союза от крушения на скалах истории?Другие версии1 книга от 149 ₽Другие версии книгиТекстовые книгиФрунзе. Том 3. Польская партияФрунзе. Том 3. Польская партиятекст149 ₽Синхронизировано с аудио версиейВ этой версии книги вы можете с легкостью переключиться с электронной на аудиоверсию (или наоборот) и продолжить читать или слушать произведение с того места, на котором остановились ранее.	2024
https://litres.ru/book/mihail-lancov/frunze-tom-3-polskaya-partiya-71369149/	Фрунзе. Том 3. Польская партия	"[""Михаил Ланцов""]"	"[""Альтернативная история"",""Политические заговоры"",""Политические интриги"",""Попаданцы"",""Производственный роман"",""Социальная фантастика"",""СССР""]"	«Фрунзе»	Приключения обновленного Фрунзе продолжаются.На дворе уже 1928 год. Прошло не так много времени, однако Союз уже сумел серьезно сменить курс как внешней, так и внутренней политики. Отказался от Мировой революции. Разгромил Коминтерн. Избежал военной тревоги 1927 года и хлебной стачки.Зиновьев со Сталиным умерли, Литвинов с Ягодой и Тухачевским арестованы. Партия вычищена от случайных и фанатичных людей, а ее роль существенно уменьшена. НЭП же получил второе дыхание, что ничуть не помешало началу индустриализации. Более мягкой. Более продуманной. Более грамотной. С опорой на совершенно иные финансовые механизмы, нежели в оригинальной истории.Однако враг не дремлет. И в грядущем 1928 году Союз ожидают тяжелые испытания. УССР попытается отделиться из-за неудовлетворенных амбиций своих руководителей. В чем ей самым активным образом будет помогать Польша, Франция и Великобритания. Справится ли обновленный Фрунзе? Выживет ли? Удержит ли корабль Союза от крушения на скалах истории?Другие версии1 книга от 149 ₽Другие версии книгиАудиокнигиФрунзе. Том 3. Польская партияФрунзе. Том 3. Польская партияЧитает Антон Макароваудиокнига149 ₽Синхронизировано с текстовой версиейВ этой версии книги вы можете с легкостью переключиться с электронной на аудиоверсию (или наоборот) и продолжить читать или слушать произведение с того места, на котором остановились ранее.	2024
https://litres.ru/audiobook/oleg-sapfir-32864530/orden-krakena-5-71343817/	Орден Кракена 5	"[""Олег Сапфир, "",""Дмитрий Ангор"",""Александр Башков""]"	"[""Бояръ-аниме"",""Магия"",""Попаданцы"",""Сильный герой"",""Юмористическое фэнтези""]"	«Кракен»	Я был знаменитым капитаном летающего корабля в своем прежнем мире. У меня была шикарная длинная борода, которой я гордился. Люди, и не только люди, знали, что если появляется Джон Кракен из Ордена Кракена со своей командой, бежать бесполезно, мы никогда не упускаем свою добычу. Но во время последней схватки с Роем проклятая временная червоточина засосала меня. Я попал в другой мир, и теперь нет моего корабля и верных товарищей. Здесь я потерял большинство своих сил и чувствовал себя сонной амёбой. Но новый мир и новые обстоятельства ничего не меняют… Кракен пробуждается, и вскоре этот мир познает, насколько велик его аппетит!	2024
https://litres.ru/book/tatyana-ustinova/tretiy-chetverg-noyabrya-71357308/	Третий четверг ноября	"[""Татьяна Устинова""]"	"[""Женские детективы"",""Повести"",""Расследование преступлений"",""Современные детективы""]"		"Потом в голове зашумело, как-то приятно, успокоительно, как будто теплый ветер подул с того самого французского виноградника, где разливали в бутылки молодое вино, и свечи загорелись особенно ярко, и сквозь теплый ветер в голове Платон подумал, что у него на самом деле никогда не было такого праздника, что это только Лёка и могла придумать!.. И еще он подумал, что дело вовсе не в божоле и не в том, что нынче третий четверг ноября, а в том, что им радостно и интересно вместе, как никогда не было поодиночке, и так теперь будет всегда!..
Татьяна Устинова – один из топовых авторов современной российской прозы. «Первая среди лучших» – так называют Татьяну Витальевну, и это не просто остроумный эпитет, а звание, подтвержденное десятками написанных романов, успешными экранизациями и, конечно, любовью многочисленных поклонников ее творчества.Другие версии4 книги от 219 ₽Другие версии книгиАудиокнигиТретий четверг ноябряТретий четверг ноябряЧитает Алина Арчибасовааудиокнига309 ₽Третий четверг ноябряТретий четверг ноябряЧитает Аленушкааудиокнига309 ₽Третий четверг ноябряТретий четверг ноябряЧитает Мишельаудиокнига219 ₽Части этой книгиТретий четверг ноябряТретий четверг ноябрятекст389 ₽"	2024
https://litres.ru/audiobook/uolter-ayzekson/ilon-mask-71363911/	Илон Маск	"[""Уолтер Айзексон"",""Игорь Гмыза""]"	"[""Биографии бизнесменов"",""Биографии и мемуары"",""Известные изобретатели"",""Известные люди"",""Издательство Corpus"",""Инновационные технологии"",""Научно-технический прогресс"",""Фотоархив""]"		Гений или безумец?Что же сформировало личность этого незаурядного человека? Чем он руководствуется, принимая решения, влияющие, возможно, на судьбу всей планеты? И кто же Илон Маск все-таки на самом деле – визионер или эпатажный провокатор?На все эти вопросы Уолтер Айзексон ищет ответы в своей книге.Вероятно, в сознании каждого обитателя нашей планеты Илон Маск – это как будто два разных человека. Один – визионер, новатор, одержимый идеями о лучшем будущем для человечества и активно это будущее приближающий. Другой – одиозный, деспотичный, несдержанный на язык провокатор, который, кажется нам порой, способен довести свое любимое человечество до коллективного нервного срыва.Чтобы понять, кто такой Илон Маск в реальной жизни, чем он занят изо дня в день, как в нем уживаются “гений и злодейство” и что все это значит для нашей судьбы как вида, нужен самый беспристрастный на свете наблюдатель – то есть Уолтер Айзексон.Проведя с Маском два года почти неразлучно, собрав огромное количество материалов и интервью, Айзексон создал объемный, динамичный портрет одного из самых значимых и знаменитых героев нашего времени.© 2023 by Walter Isaacson© Art Streiber/August, cover image© SpaceX, фотография на задней обложке© З. Мамедьяров, перевод на русский язык, 2024© Е. Фоменко, перевод на русский язык, 2024© А. Бондаренко, художественное оформление, макет, 2024© ООО “Издательство Аст”, 2024© Издательство CORPUSДругие версии1 книга от 699 ₽Другие версии книгиТекстовые книгиИлон МаскИлон Масктекст699 ₽	2024
